Timestamp,CPU1 (%),CPU2 (%),CPU3 (%),CPU4 (%),GPU (%),Temp SOC0 (°C),Temp CPU (°C),Temp GPU (°C)
2025-04-22 02:09:53,62,63,54,50,62.9,46.437,46.968,47.5
2025-04-22 02:10:04,61,51,50,56,0.0,46.593,47.0,47.25
2025-04-22 02:10:16,58,44,37,45,0.0,46.375,46.718,47.625
2025-04-22 02:10:26,60,66,52,61,0.0,46.437,46.718,47.687
2025-04-22 02:10:38,60,53,57,54,0.0,46.281,46.656,47.218
2025-04-22 02:10:49,59,57,57,56,0.0,46.593,46.75,47.531
2025-04-22 02:11:00,58,54,51,57,30.0,46.312,46.687,47.343
2025-04-22 02:11:11,53,49,63,51,62.6,46.437,47.031,47.281
2025-04-22 02:11:21,49,56,52,54,26.2,46.281,46.656,47.062
2025-04-22 02:11:33,52,55,59,58,61.8,46.531,46.906,47.687
2025-04-22 02:11:44,57,56,69,57,42.3,46.281,46.75,47.562
2025-04-22 02:11:55,52,63,47,55,0.0,46.218,46.937,47.5
2025-04-22 02:12:05,57,50,59,62,0.0,46.406,46.562,47.5
2025-04-22 02:12:17,58,55,54,62,11.2,46.343,46.75,47.187
2025-04-22 02:12:28,54,52,62,54,0.0,46.406,46.593,47.406
2025-04-22 02:12:39,60,55,60,64,8.0,46.468,46.718,47.531
2025-04-22 02:12:50,51,58,56,58,56.1,46.406,46.656,47.531
2025-04-22 02:13:01,62,49,51,61,0.0,46.593,46.656,47.718
2025-04-22 02:13:12,50,55,45,55,0.0,46.281,46.968,47.25
2025-04-22 02:13:23,65,53,50,62,0.0,46.281,46.812,47.312
2025-04-22 02:13:34,63,53,57,57,0.0,46.312,46.906,47.375
2025-04-22 02:13:45,56,53,57,56,0.0,46.218,46.718,47.25
2025-04-22 02:13:56,71,50,56,60,0.0,46.343,46.875,47.562
2025-04-22 02:14:07,59,60,57,66,7.7,46.375,46.843,47.562
2025-04-22 02:14:18,56,48,59,56,9.3,46.343,46.75,47.187
2025-04-22 02:14:29,64,64,66,61,0.0,46.343,46.75,47.531
2025-04-22 02:14:40,49,50,65,49,0.0,46.375,46.906,47.375
2025-04-22 02:14:51,50,50,60,68,0.0,46.562,47.093,47.562
2025-04-22 02:15:03,53,48,59,54,0.0,46.218,46.625,47.562
2025-04-22 02:15:14,56,47,58,54,0.0,46.312,46.656,47.531
2025-04-22 02:15:25,63,57,50,50,43.5,46.187,46.656,47.312
2025-04-22 02:15:36,56,51,56,61,57.0,46.375,46.625,47.281
2025-04-22 02:15:47,69,44,57,46,0.0,46.375,46.968,47.312
2025-04-22 02:15:58,59,62,60,56,0.0,46.281,46.75,47.343
2025-04-22 02:16:09,54,68,54,60,0.0,46.281,46.5,47.312
2025-04-22 02:16:20,57,53,55,57,15.1,46.218,46.875,47.406
2025-04-22 02:16:31,63,55,56,50,0.0,46.218,46.625,47.25
2025-04-22 02:16:42,60,45,48,62,63.5,46.5,46.781,47.375
2025-04-22 02:16:54,59,46,54,62,0.0,46.406,47.031,47.156
2025-04-22 02:17:05,60,65,56,57,7.9,46.187,46.687,47.468
2025-04-22 02:17:16,58,53,56,57,0.0,46.375,46.593,47.343
2025-04-22 02:17:27,56,59,62,59,63.8,46.312,46.75,47.656
2025-04-22 02:17:39,59,64,57,59,0.0,46.5,46.718,47.218
2025-04-22 02:17:51,64,54,50,53,0.0,46.406,46.812,47.187
2025-04-22 02:18:03,50,50,62,59,0.0,46.437,46.968,47.187
2025-04-22 02:18:16,68,56,56,53,0.0,46.312,46.812,47.218
2025-04-22 02:18:27,65,54,50,47,0.0,46.375,46.687,47.281
2025-04-22 02:18:38,61,56,59,54,0.0,46.218,47.0,47.656
2025-04-22 02:18:49,59,59,54,57,0.0,46.187,46.625,47.25
2025-04-22 02:19:00,61,63,55,57,4.7,46.281,46.625,47.281
2025-04-22 02:19:11,62,62,53,67,0.0,46.218,46.656,47.218
2025-04-22 02:19:22,56,60,48,56,0.0,46.281,46.843,47.187
2025-04-22 02:19:34,55,48,62,59,7.8,46.312,46.687,47.218
2025-04-22 02:19:45,57,57,56,56,0.0,46.406,46.937,47.156
2025-04-22 02:19:56,47,51,49,59,0.0,46.25,46.75,47.437
2025-04-22 02:20:07,46,48,56,48,10.3,46.187,46.531,47.281
2025-04-22 02:20:18,60,55,54,60,56.8,46.218,46.812,47.343
2025-04-22 02:20:29,60,56,75,66,0.0,46.281,46.937,47.187
2025-04-22 02:20:40,54,61,56,56,0.0,46.531,46.687,47.406
2025-04-22 02:20:52,57,60,62,53,0.0,46.406,46.906,47.156
2025-04-22 02:21:04,61,56,53,53,0.0,46.25,46.875,47.687
2025-04-22 02:21:15,58,53,61,56,60.4,46.312,46.656,47.343
2025-04-22 02:21:26,53,59,53,52,0.0,46.375,46.468,47.156
2025-04-22 02:21:37,57,49,59,63,33.5,46.312,47.062,47.062
2025-04-22 02:21:48,63,58,56,58,0.0,46.218,46.687,47.562
2025-04-22 02:22:01,72,52,54,53,56.7,46.437,46.562,47.125
2025-04-22 02:22:12,44,36,53,52,0.0,46.312,46.593,47.656
2025-04-22 02:22:23,61,51,46,47,0.0,46.218,46.906,47.218
2025-04-22 02:22:34,57,52,61,62,0.0,46.218,46.687,47.343
2025-04-22 02:22:45,54,62,56,65,25.5,46.218,47.156,47.125
2025-04-22 02:22:56,58,57,57,64,0.0,46.25,47.031,47.375
2025-04-22 02:23:08,62,64,54,54,0.0,46.187,46.812,47.156
2025-04-22 02:23:19,64,64,79,65,0.0,46.343,47.281,47.468
2025-04-22 02:23:30,65,51,56,67,7.4,46.312,46.687,47.187
2025-04-22 02:23:41,61,56,50,57,0.0,46.156,47.031,47.187
2025-04-22 02:23:53,60,49,40,51,35.2,46.25,46.562,47.281
2025-04-22 02:24:06,57,51,55,50,0.0,46.437,46.312,47.312
2025-04-22 02:24:17,60,57,48,61,47.6,46.312,46.625,47.343
2025-04-22 02:24:28,66,64,54,56,0.0,46.343,46.843,47.468
2025-04-22 02:24:40,54,61,58,53,0.0,46.25,46.656,47.312
2025-04-22 02:24:50,60,62,58,55,0.0,46.281,46.843,47.218
2025-04-22 02:25:02,49,59,34,53,0.0,46.25,46.937,47.562
2025-04-22 02:25:14,59,53,56,57,38.6,46.375,46.843,47.25
2025-04-22 02:25:25,63,55,51,57,0.0,46.281,46.593,47.125
2025-04-22 02:25:37,67,61,51,53,0.0,46.406,46.531,47.406
2025-04-22 02:25:49,57,53,63,57,57.6,46.375,46.718,47.562
2025-04-22 02:26:00,68,63,74,58,0.0,46.218,46.718,47.312
2025-04-22 02:26:12,58,61,62,59,0.0,46.375,46.343,47.25
2025-04-22 02:26:22,62,62,60,62,0.0,46.312,46.75,47.656
2025-04-22 02:26:33,53,55,54,52,0.0,46.343,46.906,47.187
2025-04-22 02:26:45,63,53,54,58,0.0,46.406,46.781,47.218
2025-04-22 02:26:57,56,57,63,56,0.0,46.281,46.625,47.531
2025-04-22 02:27:07,60,53,60,54,0.0,46.218,47.062,47.218
2025-04-22 02:27:19,63,55,54,52,0.0,46.156,46.75,47.375
2025-04-22 02:27:30,63,59,54,61,0.0,46.312,46.75,47.281
2025-04-22 02:27:43,65,48,50,41,0.0,46.343,46.687,47.625
2025-04-22 02:27:55,58,65,59,57,0.0,46.437,46.531,47.312
2025-04-22 02:28:08,66,51,55,56,0.0,46.281,46.718,47.718
2025-04-22 02:28:19,69,58,56,57,61.3,46.312,46.531,47.562
2025-04-22 02:28:30,64,65,63,71,0.0,46.468,46.968,47.687
2025-04-22 02:28:45,60,57,57,57,47.4,46.218,46.718,47.281
2025-04-22 02:28:56,57,56,54,57,0.0,46.343,46.656,47.281
2025-04-22 02:29:07,57,57,55,53,7.1,46.437,47.0,47.5
2025-04-22 02:29:20,54,59,53,59,0.0,46.312,46.656,47.687
2025-04-22 02:29:33,44,51,45,60,57.1,46.343,46.75,47.343
2025-04-22 02:29:45,54,57,54,53,0.0,46.312,46.625,47.468
2025-04-22 02:29:56,64,50,50,41,24.8,46.5,46.75,47.218
2025-04-22 02:30:07,49,69,49,47,0.0,46.406,46.968,47.406
2025-04-22 02:30:19,54,57,63,58,0.0,46.437,47.062,47.593
2025-04-22 02:30:30,59,58,53,54,0.0,46.187,46.718,47.406
2025-04-22 02:30:42,61,58,62,62,0.0,46.281,46.687,47.187
2025-04-22 02:30:53,58,57,59,54,17.3,46.406,46.937,47.281
2025-04-22 02:31:04,64,55,51,51,0.0,46.343,46.875,47.25
2025-04-22 02:31:17,64,56,67,57,0.0,46.375,46.656,47.375
2025-04-22 02:31:29,66,58,57,54,0.0,46.281,46.875,47.562
2025-04-22 02:31:41,60,60,75,55,0.0,46.25,46.875,47.656
2025-04-22 02:31:53,50,54,53,60,0.0,46.343,47.031,47.5
2025-04-22 02:32:05,60,59,54,62,1.4,46.281,46.812,47.187
2025-04-22 02:32:20,61,61,56,66,0.0,46.25,46.75,47.25
2025-04-22 02:32:31,63,56,59,66,0.0,46.218,46.812,47.593
2025-04-22 02:32:42,60,57,54,55,0.0,46.218,46.843,47.375
2025-04-22 02:32:56,61,67,47,49,0.0,46.343,46.593,47.343
2025-04-22 02:33:08,52,44,52,45,0.0,46.281,46.718,47.187
2025-04-22 02:33:21,58,55,59,55,7.8,46.187,46.718,47.406
2025-04-22 02:33:32,57,58,66,55,0.0,46.375,47.062,47.593
2025-04-22 02:33:46,58,62,49,61,0.0,46.312,46.906,47.406
2025-04-22 02:33:58,51,48,48,66,0.0,46.343,46.843,47.343
2025-04-22 02:34:10,60,55,55,59,0.0,46.25,46.718,47.218
2025-04-22 02:34:22,59,51,57,53,0.0,46.218,47.031,47.25
2025-04-22 02:34:33,64,53,58,55,0.0,46.312,46.75,47.125
2025-04-22 02:34:45,48,67,57,55,54.0,46.25,46.656,47.437
2025-04-22 02:35:00,67,60,66,62,0.0,46.156,46.718,47.218
2025-04-22 02:35:12,67,60,71,60,0.0,46.156,47.031,47.312
2025-04-22 02:35:25,61,53,49,62,26.3,46.218,46.875,47.406
2025-04-22 02:35:39,43,60,49,58,0.0,46.187,46.906,47.437
2025-04-22 02:35:53,56,46,58,56,45.9,46.187,46.687,47.406
2025-04-22 02:36:06,55,57,59,51,0.0,46.156,47.031,47.343
2025-04-22 02:36:18,58,57,67,59,0.0,46.25,46.75,47.375
2025-04-22 02:36:31,42,50,65,42,0.0,46.187,46.937,47.343
2025-04-22 02:36:45,59,59,58,70,48.2,46.312,47.093,47.343
2025-04-22 02:37:00,57,59,57,64,0.0,46.187,47.0,47.218
2025-04-22 02:37:13,72,71,55,57,0.0,46.218,46.968,47.343
2025-04-22 02:37:28,60,58,58,63,0.0,46.406,46.968,47.25
2025-04-22 02:37:42,64,60,62,55,0.0,46.406,46.75,47.406
2025-04-22 02:37:55,60,58,65,62,0.0,46.156,47.062,47.156
2025-04-22 02:38:09,60,50,51,56,0.0,46.187,47.093,47.156
2025-04-22 02:38:23,57,54,49,64,0.0,46.375,46.812,47.375
2025-04-22 02:38:40,70,62,67,64,0.0,46.5,46.718,47.5
2025-04-22 02:38:54,57,45,55,54,0.0,46.218,46.593,47.562
2025-04-22 02:39:08,58,56,64,54,0.0,46.375,46.843,47.125
2025-04-22 02:39:24,50,45,58,49,0.0,46.312,47.031,47.125
2025-04-22 02:39:39,52,52,64,44,0.0,46.437,46.656,47.187
2025-04-22 02:39:52,66,58,62,54,0.0,46.218,46.906,47.531
2025-04-22 02:40:06,51,60,50,55,31.3,46.406,47.093,47.625
2025-04-22 02:40:21,52,47,42,64,0.0,46.218,46.531,47.281
2025-04-22 02:40:32,64,40,59,56,7.1,46.406,46.843,47.281
2025-04-22 02:40:45,55,48,58,58,0.0,46.468,46.687,47.25
2025-04-22 02:40:58,57,58,58,51,0.0,46.375,47.062,47.437
2025-04-22 02:41:12,66,59,54,54,42.2,46.218,46.562,47.125
2025-04-22 02:41:27,54,58,56,69,56.0,46.281,47.093,47.562
2025-04-22 02:41:38,53,52,54,49,48.0,46.281,46.812,47.218
2025-04-22 02:41:55,66,71,66,66,0.0,46.218,46.875,47.187
2025-04-22 02:42:07,58,60,57,64,0.0,46.25,47.093,47.312
2025-04-22 02:42:20,71,49,50,47,26.8,46.25,46.75,47.25
2025-04-22 02:42:32,45,48,52,42,0.0,46.25,46.968,47.343
2025-04-22 02:42:45,61,58,50,55,0.0,46.125,46.812,47.593
2025-04-22 02:42:58,64,51,52,56,39.1,46.281,46.687,47.312
2025-04-22 02:43:14,47,51,50,62,0.0,46.343,47.062,47.281
2025-04-22 02:43:28,53,47,47,60,0.0,46.187,46.656,47.156
2025-04-22 02:43:41,58,52,64,55,19.3,46.218,46.781,47.437
2025-04-22 02:43:56,46,55,52,55,0.0,46.375,46.937,47.25
2025-04-22 02:44:10,57,49,45,48,0.0,46.25,46.812,47.312
2025-04-22 02:44:24,59,59,49,54,7.7,46.281,46.656,47.187
2025-04-22 02:44:37,60,60,57,54,0.0,46.281,47.343,47.187
2025-04-22 02:44:50,54,58,53,62,0.0,46.406,46.875,47.281
2025-04-22 02:45:03,54,58,51,62,0.0,46.25,46.812,47.125
2025-04-22 02:45:16,59,48,53,62,0.0,46.437,46.812,47.25
2025-04-22 02:45:31,47,43,45,63,0.0,46.218,46.75,47.25
2025-04-22 02:45:45,58,49,53,59,0.0,46.218,46.75,47.218
2025-04-22 02:45:58,59,55,60,57,0.0,46.437,46.75,47.343
2025-04-22 02:46:11,54,48,61,60,26.5,46.187,47.0,47.281
2025-04-22 02:46:25,56,59,61,60,14.2,46.406,46.718,47.156
2025-04-22 02:46:38,55,42,55,54,10.8,46.156,46.593,47.187
2025-04-22 02:46:52,67,69,61,77,8.4,46.343,46.812,47.406
2025-04-22 02:47:07,63,44,61,54,0.0,46.25,46.781,47.218
2025-04-22 02:47:20,49,55,51,58,0.0,46.406,46.875,47.25
2025-04-22 02:47:34,64,55,62,50,30.8,46.25,46.75,47.343
2025-04-22 02:47:50,53,55,61,62,55.5,46.375,47.062,47.531
2025-04-22 02:48:04,46,47,64,46,35.0,46.312,46.781,47.218
2025-04-22 02:48:18,54,58,60,67,10.9,46.312,46.718,47.562
2025-04-22 02:48:33,68,49,49,57,55.4,46.375,46.656,47.281
2025-04-22 02:48:47,72,61,59,58,0.0,46.25,46.75,47.312
2025-04-22 02:48:58,43,56,49,54,0.0,46.187,46.75,47.406
2025-04-22 02:49:11,53,56,58,54,0.0,46.25,46.75,47.218
2025-04-22 02:49:24,56,57,56,50,0.0,46.312,46.75,47.5
2025-04-22 02:49:36,62,56,57,51,0.0,46.156,46.75,47.5
2025-04-22 02:49:48,53,68,53,59,0.0,46.25,46.843,47.25
2025-04-22 02:50:00,49,68,46,58,14.9,46.187,46.968,47.25
2025-04-22 02:50:14,52,68,50,64,49.6,46.312,46.968,47.343
2025-04-22 02:50:29,57,58,56,60,42.6,46.343,46.875,47.156
2025-04-22 02:50:43,59,51,54,57,0.0,46.218,46.875,47.343
2025-04-22 02:50:56,68,58,56,61,0.0,46.25,46.875,47.281
2025-04-22 02:51:08,65,53,59,55,5.1,46.218,46.718,47.187
2025-04-22 02:51:20,49,46,44,66,23.3,46.25,46.625,47.125
2025-04-22 02:51:32,69,47,55,48,17.5,46.312,46.968,47.125
2025-04-22 02:51:46,65,66,67,65,0.0,46.281,46.875,47.218
2025-04-22 02:52:00,48,45,41,72,0.0,46.281,46.812,47.656
2025-04-22 02:52:15,58,57,55,60,0.0,46.281,47.093,47.281
2025-04-22 02:52:27,55,63,52,57,0.0,46.156,46.937,47.218
2025-04-22 02:52:40,43,62,49,52,18.0,46.312,46.625,47.343
2025-04-22 02:52:51,63,58,49,65,0.0,46.156,46.687,47.156
2025-04-22 02:53:04,61,48,63,47,0.0,46.187,46.875,47.156
2025-04-22 02:53:17,56,62,55,53,25.2,46.343,46.187,47.437
2025-04-22 02:53:33,54,62,53,58,0.0,46.281,46.843,47.562
2025-04-22 02:53:46,63,51,64,54,52.3,46.312,46.625,47.125
2025-04-22 02:53:57,62,58,65,58,40.2,46.218,46.812,47.281
2025-04-22 02:54:15,64,59,56,59,18.6,46.281,46.937,47.25
2025-04-22 02:54:27,60,52,57,43,19.0,46.156,46.625,47.093
2025-04-22 02:54:41,63,48,49,57,0.0,46.156,46.843,47.125
2025-04-22 02:54:55,64,57,65,63,0.0,46.187,46.562,47.343
2025-04-22 02:55:08,63,58,64,66,0.0,46.187,47.062,47.062
2025-04-22 02:55:20,58,52,53,60,13.3,46.25,46.687,47.156
2025-04-22 02:55:33,69,49,49,58,0.0,46.156,47.062,47.343
2025-04-22 02:55:47,62,54,61,64,0.0,46.281,47.062,47.218
2025-04-22 02:56:02,62,58,58,59,0.0,46.312,46.781,47.218
2025-04-22 02:56:15,54,59,63,71,11.7,46.125,46.656,47.375
2025-04-22 02:56:30,58,61,60,54,8.1,46.125,46.593,47.125
2025-04-22 02:56:42,50,59,58,67,0.0,46.156,46.437,47.187
2025-04-22 02:56:56,68,58,49,47,16.3,46.062,46.843,47.281
2025-04-22 02:57:10,62,63,64,64,0.0,46.25,46.718,47.187
2025-04-22 02:57:22,68,47,58,56,1.9,46.375,46.5,47.25
2025-04-22 02:57:33,55,54,49,55,57.4,46.125,46.718,47.281
2025-04-22 02:57:46,57,61,62,48,0.0,46.093,46.687,47.437
2025-04-22 02:58:00,61,57,52,60,0.0,46.312,46.593,47.312
2025-04-22 02:58:14,66,50,54,57,32.9,46.218,46.593,47.406
2025-04-22 02:58:27,53,59,50,60,32.8,46.125,46.625,47.281
2025-04-22 02:58:39,55,47,53,65,0.0,46.156,47.156,47.093
2025-04-22 02:58:53,57,70,60,50,0.0,46.406,46.593,47.25
2025-04-22 02:59:06,46,56,59,57,61.4,46.156,47.031,47.562
2025-04-22 02:59:18,58,63,58,54,0.0,46.187,46.562,47.125
2025-04-22 02:59:30,61,69,64,67,7.9,46.281,46.781,47.031
2025-04-22 02:59:43,62,45,54,57,59.8,46.281,46.625,47.093
2025-04-22 02:59:55,66,53,59,55,0.0,46.156,46.593,47.093
2025-04-22 03:00:08,66,47,64,53,32.4,46.187,46.718,47.218
2025-04-22 03:00:21,61,60,51,65,0.0,46.187,47.062,47.093
2025-04-22 03:00:33,60,62,56,56,20.5,46.25,46.781,47.343
2025-04-22 03:00:45,60,60,48,53,0.0,46.156,46.781,47.093
2025-04-22 03:00:58,62,58,60,54,0.0,46.187,46.75,47.562
2025-04-22 03:01:12,59,56,54,58,0.0,46.312,47.062,47.531
2025-04-22 03:01:25,55,52,68,49,0.0,46.25,46.593,47.093
2025-04-22 03:01:37,55,56,54,65,4.8,46.218,46.843,47.312
2025-04-22 03:01:49,61,59,52,52,9.7,46.218,46.843,47.25
2025-04-22 03:02:01,63,71,64,51,0.0,46.437,46.968,47.343
2025-04-22 03:02:15,73,49,56,49,0.0,46.343,46.562,47.343
2025-04-22 03:02:28,53,55,53,66,0.0,46.562,46.781,47.593
2025-04-22 03:02:40,56,48,60,62,7.5,46.312,46.656,47.312
2025-04-22 03:02:54,57,52,51,58,0.0,46.375,46.781,47.187
2025-04-22 03:03:06,55,54,60,58,0.0,46.343,46.593,47.593
2025-04-22 03:03:18,68,50,57,55,0.0,46.218,46.687,47.125
2025-04-22 03:03:30,56,48,63,55,0.0,46.375,46.937,47.218
2025-04-22 03:03:44,54,59,52,45,1.8,46.25,46.75,47.625
2025-04-22 03:03:56,56,58,52,54,0.0,46.187,46.937,47.312
2025-04-22 03:04:09,55,53,54,54,0.0,46.125,47.125,47.062
2025-04-22 03:04:21,59,57,65,67,38.7,46.343,47.25,47.156
2025-04-22 03:04:33,60,57,66,40,19.4,46.375,46.656,47.281
2025-04-22 03:04:46,56,53,59,60,33.4,46.218,46.687,47.406
2025-04-22 03:04:57,56,55,57,63,0.0,46.218,46.625,47.531
2025-04-22 03:05:09,56,67,54,60,34.0,46.437,46.75,47.25
2025-04-22 03:05:22,70,60,70,59,7.6,46.281,47.125,47.375
2025-04-22 03:05:34,59,67,58,69,33.7,46.468,47.031,47.25
2025-04-22 03:05:46,51,53,47,56,0.0,46.312,46.875,47.312
2025-04-22 03:05:59,51,58,47,59,0.0,46.218,47.031,47.25
2025-04-22 03:06:12,59,55,56,57,7.9,46.281,46.906,47.218
2025-04-22 03:06:24,66,57,54,68,0.0,46.187,46.625,47.562
2025-04-22 03:06:36,53,53,50,52,39.8,46.156,46.656,47.218
2025-04-22 03:06:50,61,58,56,52,0.0,46.187,46.593,47.187
2025-04-22 03:07:02,71,57,60,60,0.0,46.25,46.5,47.343
2025-04-22 03:07:15,57,59,64,60,0.0,46.375,46.718,47.218
2025-04-22 03:07:29,69,55,55,58,0.0,46.531,47.062,47.468
2025-04-22 03:07:42,55,50,55,69,45.7,46.187,46.718,47.156
2025-04-22 03:07:53,68,50,59,53,16.4,46.343,46.781,47.437
2025-04-22 03:08:09,60,63,59,59,0.0,46.312,46.843,47.343
2025-04-22 03:08:22,66,51,68,47,42.8,46.281,46.593,47.187
2025-04-22 03:08:33,54,43,59,55,0.0,46.187,46.843,47.375
2025-04-22 03:08:46,62,52,59,62,0.0,46.375,46.937,47.281
2025-04-22 03:09:00,65,58,51,49,0.0,46.406,46.656,47.312
2025-04-22 03:09:11,57,54,57,56,0.0,46.343,46.562,47.281
2025-04-22 03:09:23,62,52,49,58,0.0,46.25,46.843,47.218
2025-04-22 03:09:36,57,68,65,57,9.2,46.25,47.125,47.5
2025-04-22 03:09:48,63,50,46,61,7.8,46.437,46.812,47.375
2025-04-22 03:10:00,59,54,58,52,9.5,46.25,46.875,47.625
2025-04-22 03:10:14,61,63,55,59,0.0,46.25,46.968,47.312
2025-04-22 03:10:26,56,67,54,48,0.0,46.406,46.968,47.187
2025-04-22 03:10:38,68,61,61,68,6.9,46.375,46.937,47.281
2025-04-22 03:10:49,63,59,58,59,0.0,46.25,47.031,47.75
2025-04-22 03:11:01,53,42,51,67,6.9,46.281,46.625,47.25
2025-04-22 03:11:14,51,54,62,56,0.0,46.312,46.718,47.656
2025-04-22 03:11:25,54,58,66,60,0.0,46.343,47.031,47.343
2025-04-22 03:11:38,55,49,61,65,0.0,46.25,47.062,47.156
2025-04-22 03:11:51,61,50,58,55,0.0,46.25,46.781,47.437
2025-04-22 03:12:03,53,59,64,53,0.0,46.312,47.062,47.406
2025-04-22 03:12:15,53,69,55,59,0.0,46.218,47.062,47.187
2025-04-22 03:12:28,49,44,48,64,0.0,46.406,47.218,47.312
2025-04-22 03:12:43,59,58,67,55,54.2,46.343,47.062,47.125
2025-04-22 03:12:58,55,59,61,66,0.0,46.343,46.812,47.312
2025-04-22 03:13:11,64,57,56,53,8.7,46.187,46.875,47.531
2025-04-22 03:13:22,68,52,45,63,0.0,46.218,46.75,47.375
2025-04-22 03:13:35,53,61,57,59,1.9,46.312,47.062,47.343
2025-04-22 03:13:48,61,65,53,59,0.0,46.312,46.875,47.156
2025-04-22 03:14:00,64,56,49,56,0.0,46.281,47.0,47.281
2025-04-22 03:14:12,65,60,58,59,17.1,46.25,47.062,47.5
2025-04-22 03:14:24,54,60,59,54,0.0,46.437,46.718,47.5
2025-04-22 03:14:37,70,47,59,56,0.0,46.187,46.5,47.343
2025-04-22 03:14:48,59,62,68,74,0.0,46.25,46.625,47.218
2025-04-22 03:15:01,51,52,58,61,0.0,46.312,47.187,47.5
2025-04-22 03:15:14,62,66,49,64,38.0,46.375,46.968,47.625
2025-04-22 03:15:26,66,57,53,56,0.0,46.437,46.718,47.343
2025-04-22 03:15:38,59,54,55,53,0.0,46.312,46.718,47.125
2025-04-22 03:15:50,63,62,47,58,0.0,46.25,46.781,47.187
2025-04-22 03:16:04,60,70,62,58,0.0,46.281,46.781,47.187
2025-04-22 03:16:16,58,63,51,53,0.0,46.375,46.718,47.625
2025-04-22 03:16:28,55,59,56,64,40.8,46.312,46.718,47.187
2025-04-22 03:16:40,52,51,62,61,0.0,46.343,46.843,47.312
2025-04-22 03:16:52,55,67,54,50,0.0,46.187,47.0,47.468
2025-04-22 03:17:05,72,61,69,76,0.0,46.312,47.062,47.25
2025-04-22 03:17:19,61,53,60,57,0.0,46.281,46.562,47.156
2025-04-22 03:17:31,48,63,54,49,31.0,46.375,46.906,47.312
2025-04-22 03:17:44,48,58,47,55,0.0,46.281,47.031,47.218
2025-04-22 03:17:58,67,57,69,56,39.5,46.218,47.375,47.218
2025-04-22 03:18:15,63,57,49,73,25.5,46.218,46.687,47.656
2025-04-22 03:18:27,66,53,46,55,0.0,46.281,46.781,47.343
2025-04-22 03:18:39,56,66,61,69,11.0,46.25,47.156,47.375
2025-04-22 03:18:51,54,70,59,53,10.5,46.312,47.062,47.25
